oznam0409;Nebude to povodňová daň, ale možná daň mimořádná.
oznam0410;Vždyť ho budu mít u sebe jen chvíli.
oznam0411;Nechme ale stranou případy zištných guruů.
oznam0412;Nová huť chce zavést německý model řízení.
oznam0413;Dostal bych alespoň šest sedm let.
oznam0414;Šok způsobila výpověď v pořadí čtvrtého obžalovaného.
oznam0415;Odhadněte hmotnost hmyzu na Zemi v tunách.
oznam0416;Bílá vaječná skořápka, perleť, šampaňská růže, kouř.
oznam0417;Baštu velmi rozčílilo, že jej chce policie stíhat.
oznam0418;Názor, že dětský trh se zpožďuje, již neplatí.
oznam0419;Tvrdí to alespoň exilová íránská opozice.
oznam0420;Obviněný tehdy údajně zastřelil sedm židovských vězňů.
oznam0421;Nechci lovit sociálnědemokratického medvěda v ódéesáckém lese.
oznam0422;Jiří Baumruk si však vzal čas na rozmyšlenou.
oznam0423;Za jeho obsah by mělo odpovídat Národní muzeum.
oznam0424;Nemůže být tlučhubská.
oznam0425;Chcípl ten lev, který byl na něčí straně.
oznam0426;Agresivní dav ji naopak téměř zlynčoval.
oznam0427;Buď jak buď, Aurora je krásná loď.
oznam0428;I na půdě vlády mohou padat urážlivá slova.
oznam0429;Zvlášť Kováč reagoval na rozsudek emotivně.
oznam0430;Odmítl však chyby blíže upřesnit.
oznam0431;Tanker Mozart pokřtilo Labe ve Valtířově.
oznam0432;Lidé často říkali, že Palcr je někdo.
oznam0433;Alespoň pro mnoho Čechů.
oznam0434;Celosvětovou razii koordinuje britská policie.
oznam0435;Úrazy a otravy zabíjejí více mužů než žen.
oznam0436;Zároveň však odmítl říci další podrobnosti.
oznam0437;Jestli je vinen, ať ho zavřou.
oznam0438;Buď loudí, nebo by aspoň něco vyměnili.
oznam0439;Kufříkář Miloš Zeman si prostě nemůže pomoct.
oznam0440;Světlo do případu tajemných mecenášů tím ovšem nevnesl.
oznam0441;Je to proto, aby se mu neošoupaly pneumatiky.
oznam0442;Během pár vteřin lze změnit i směr řazení.
oznam0443;Neměl ani zrnko podezření.
oznam0444;Bergman totiž řeší věci blízké každému.
oznam0445;Pan ředitel v něm uvedl řadu zkreslujících tvrzení.
oznam0446;Nakonec však rozhodl gól soupeře v nastaveném čase.
oznam0447;Ani teď, když se píšou různé programy.
oznam0448;Sklizeň cukrové třtiny probíhá od června do prosince.
oznam0449;Místo na televizi se večer dívají na bouřku.
oznam0450;Éra zcizování končí, nastává éra pábení.
oznam0451;Dokáže zabránit vzniku depresí a psychóz.
oznam0452;Do městské pokladny natečou téměř dva miliony dolarů.
oznam0453;Často chodím do toho na říčce Vídeňce.
oznam0454;Vladimír Mišauer zatím neví, zda podá trestní oznámení.
oznam0455;Asi ale teď dostane dost tvrdou školu.
oznam0456;Byly to jen ženy a děti, skoro žádný chlapec.
oznam0457;Jako nejžhavější kandidáti se rýsují dva princové.
oznam0458;Beránka vlku se zachtělo.
oznam0459;Ať žije stránka.
oznam0460;Ať už k dobrému, nebo k zlému.
oznam0461;Dovnitř vchází svátečně vystrojený postarší pár.
oznam0462;Osm z nich začalo v uplynulém desetiletí soptit.
oznam0463;A teď na něho ta metamorfóza zase přichází.
oznam0464;Čekanův postup považuje fond za neseriózní.
oznam0465;Knotek k divákovi promlouvá detailem i celkem zároveň.
oznam0466;Jen pojďte, až do samého konce.
oznam0467;Olomouc zároveň rozhodla, že případ patří pražským žalobcům.
oznam0468;A statečnýmu pošťákovi vystrojili nóbl pohřeb.
oznam0469;Dobu léčby si zatím netroufl odhadnout.
oznam0470;Jinak se teď nedá nic dělat.
oznam0471;Chytil Mišauera a nadzdvihl ho nad zem.
oznam0472;Proč ne, ovšem jen když jde o angínovník.
oznam0473;A nyní je samo toto vyšetřování předmětem vyšetřování.
oznam0474;Alexandr Lebeď by rád dobrovolně odešel na Sibiř.
oznam0475;Bergmanův otec chtěl zlomit vzpurný odpor synů.
oznam0476;Návštěvníky krušnohorského Bouřňáku čeká slunečné počasí a obleva.
oznam0477;Máme možnost volby, byť jen vnitřního postoje.
oznam0478;Aero nechce tentokrát offsetovou nabídku podcenit.
oznam0479;Jednotlivé části měly vnitřní napětí, projevované tempovou gradací.
oznam0480;A opět se změnila tónina.
oznam0481;Informoval o tom tiskový mluvčí společnosti Vladan Crha.
oznam0482;Akcie stavebnictví postihl pokles trhu obzvlášť citelně.
oznam0483;Talibanská verze islámu je blízká saúdskoarabské.
oznam0484;Magistrátní inventář neutrpěl díky zásahu policistů škodu.
oznam0485;Ke státnímu rozpočtu se téměř nevyjadřuje.
oznam0486;Bohužel již téměř měsíc čekám na pojistnou smlouvu.
oznam0487;Budapešťští filharmonikové se choulostivé partitury zhostili se ctí.
oznam0488;Životní úroveň nás i našich dětí a vnuků.
oznam0489;Ale úplně zadarmo kancléř tyto požadavky neodepsal.
oznam0490;Dóm je prázdný.
oznam0491;A mám-li pochybnosti, říkám je nahlas.
oznam0492;Řidič škodovky ujel.
oznam0493;Přesto jsou naše těla při samoúdržbě celkem úspěšná.
oznam0494;Ano, pro Suez pracujeme.
oznam0495;Analýzu však zpracoval celý tým analytiků Grossova regionu.
oznam0496;Na provizorní pódium přichází znovu Igor Chaun.
oznam0497;Zraněný muž byl podle policie zaklíněn uvnitř domu.
oznam0498;I tak ale dosahují alespoň dílčích úspěchů.
oznam0499;A přece se uvnitř změnila jen málo.
oznam0500;Hinduisté například dodnes považují za posvátné zvíře krávu.
oznam0501;Alespoň v demokracii podobného typu, jaký zde máme.
oznam0502;Ani krok teď neudělají slovenští reprezentanti bez berlí.
oznam0503;Komunikace v této minioblasti je asi nejméně problémová.
oznam0504;Chtěl, aby na akademické půdě pokračovalo kvalitní bádání.
oznam0505;Aranžérka z Ostravy ozdobí strom pro papeže.
oznam0506;Ale tohle prostě partaj dělat nemůže.
oznam0507;Byl to většinou převzatý repertoár.
oznam0508;Brankář Hašek ovšem nepustil ani ránu.
oznam0509;Ale nekřičme hurá.
oznam0510;Dar od Mlejnkové na čtyři severočeské podnikatele.
oznam0511;Mravní imperativ říká, že ho musejí zabít.
oznam0512;Teoreticky samozřejmě může Šrejber říct.
oznam0513;Třebíčští silničáři dokonce požádali o pomoc armádu.
oznam0514;Což by dokazovala románská okénka v obytné věži.
oznam0515;Již osm zápasů v extralize neprohráli hokejisté Litvínova.
oznam0516;Pokud encyklopedie směřuje ke čtenáři laickému, budiž.
oznam0517;Každej by měl dávat aspoň špetku, kterou má.
oznam0518;Gymnázium původně vzniklo při jezuitské koleji v Klementinu.
oznam0519;Armáda není oázou vlastenectví.
oznam0520;A laťka žánru je tak proklatě vysoko.
oznam0521;Alespoň že v prodloužení se hrál normální hokej.
oznam0522;Ať si to mezi sebou vyříkají či vytlučou.
oznam0523;Ale kvůli vlastní nemohoucnosti ji nevyužil.
oznam0524;Osm vězňů zemřelo při vzpouře v Turecku.
oznam0525;Asi sedm tisíc.
oznam0526;Suhartův klan nevlastní rozlehlé souostroví úplně.
oznam0527;Ale já jsem toho nikdy nevyužil.
oznam0528;Nie sme Češi.
oznam0529;A Klaus chtěl privatizovat téměř všechno kuponovou metodou.
oznam0530;Česká spořitelna se považuje za banku drobných střadatelů.
oznam0531;Dalším rizikem jsou mořští živočichové.
oznam0532;Dokud nebude spokojen, jednání se neuzavřou.
oznam0533;Kolektiv vedli už včera ráno na prvním tréninku.
oznam0534;Dnes tu není téměř k hnutí.
oznam0535;Pražský dům fotografie se přestěhoval.
oznam0536;Chybějí čestné lóže.
oznam0537;Domobranu nuselských obyvatel však zároveň Hermann odsoudil.
oznam0538;Aut na silnicích asi teď neubude.
oznam0539;Čečenští velitelé mají v úmyslu utéct do Kosova.
oznam0540;Ani zvýšení spotřební daně nemá téměř žádnou šanci.
oznam0541;Náš nejlepší zpravodaj uměl sedm jazyků.
oznam0542;Na obraze použil sedm výtvarných technik.
oznam0543;Mezi vzestupy nechybí ani akcie Chemopetrolu a Kaučuku.
oznam0544;Chceme hrát rychle a Olomouc hraje podobně.
oznam0545;Je to problém nás, gádžů, nás, majority.
oznam0546;Tři glóby v přihrádce seriálů dostala novinka Praxe.
oznam0547;Dzurinda zklamal čtyři z pěti Slováků.
oznam0548;Albánští povstalci zajali osm srbských vojáků.
oznam0549;Gauner a hovada.
oznam0550;Režisér zvolil muzikálový žánr.
oznam0551;Basketbal je hra mužů černé pleti.
oznam0552;Akrobat Biskup se stal mistrem světa.
oznam0553;Takovým kňouravým vyčítáním se toho ovšem moc nespraví.
oznam0554;Bezpečnostní vakuum vzniká v mnoha oblastech Východního Timoru.
oznam0555;Tak ho alespoň charakterizoval František Palacký.
oznam0556;Dyslexie představuje jen dolní konec škály.
oznam0557;Kromě vystupování s jazzovými kapelami komponuje baletní hudbu.
oznam0558;Alespoň bude naše země mobilnější.
oznam0559;Bratr jde do obchodu.
oznam0560;Jazzová improvizace vychází z lidského přístupu.
oznam0561;Záměry chovatelů vepřů však překazila policie.
oznam0562;Azyl jich ročně dostane jen osm procent.
oznam0563;Během jejich pobytu na ledě Valaši sedmkrát inkasovali.
oznam0564;To se povedlo a Broum vstřelil rozhodující gól.
oznam0565;Demagogickou kampaň ruských médií již neobhajuje snad nikdo.
oznam0566;Tak aspoň chtějí po státu omluvu a odškodnění.
oznam0567;Inscenace je plná písniček, které zhudebnil Tomáš Kořének.
oznam0568;Česká droga zahltila Bavorsko.
oznam0569;A které, jak řekl, jsou tajné.
oznam0570;Na využití meziúvěru nemají účastníci spoření právní nárok.
oznam0571;Avizované pokračování textu už ale uvnitř listu nebylo.
oznam0572;Proti nadměrným dešťům nejsou podle Fencla pojištěni vůbec.
oznam0573;Souhra je založena na zautomatizovaných vazbách.
oznam0574;Ať chceme, nebo ne.
oznam0575;Landau utrpěl zlomeniny spodiny lebeční, pánve, mnoha žeber.
oznam0576;Policejní násilí se zkrátka nesmí stát samoúčelem.
oznam0577;Řekl to ředitel věznice v Rýnovicích Bohumil Baudyš.
oznam0578;A nechci být Zemanovým pohůnkem.
oznam0579;Dnes je alespoň tento čin držen v zapomnění.
oznam0580;Co se týká potravin, kategoricky odmítá sójové maso.
oznam0581;A přitom celý svůj život zasvětila fotbalu.
oznam0582;Často je totiž chování spekulantů nevyzpytatelné.
oznam0583;Bleší trh hlídá jeden policejní automobil.
oznam0584;Činčerův proslulý Kinoautomat byl založen na spoluhře publika.
oznam0585;Biskup Bican byl uveden do úřadu.
oznam0586;Ale Halasův vztah k poetismu popsal myslím bystřeji.
oznam0587;Jsme multietnická společnost.
oznam0588;Brankář Hvězdy Janota mu však třetí radost nedopřál.
oznam0589;Bylo uděleno také osm čestných uznání.
oznam0590;Frašky kjógen do divadla mima logicky patří.
oznam0591;Jedni si stěžují, že jsou zahlceni prací.
oznam0592;Mezi deset nejdůležitějších prognóz patří však i problémy.
oznam0593;Bůh buď s tebou.
oznam0594;Menc zaostal za limitem.
oznam0595;Lhostejno, zda gadžů nebo Cikánů.
oznam0596;Dalších sedm jeho kolegů bylo zraněno.
oznam0597;Ale snažím se být alespoň lehce nadprůměrný.
oznam0598;Nova stvořila nový druh hvězd.
oznam0599;Dinosauři budou na výstavišti o víkendu naposledy.
oznam0600;Rovněž text je sestaven kaleidoskopicky.
oznam0601;Alespoň formálně od okamžiku nabídky čtyřkoalice občanským demokratům.
oznam0602;Občas se říká, že opera je mrtvý žánr.
oznam0603;Čtu ty knihy sedm týdnů.
oznam0604;Dalších sedm žadatelů na přidělení licence stále čeká.
oznam0605;Buď góly dáváme, nebo na ně alespoň přihráváme.
oznam0606;Ale pro černé pasažéry mám přece radu.
oznam0607;Bez uzardění pomluvil většinu tehdejších soudruhů a přátel.
oznam0608;Druhý je pilíř liberalizace.
oznam0609;Bývaly to čarodějnice, placatá země, uřknutí a podobně.
oznam0610;Na branku letěl míč čtrnáctkrát během zápasu.
oznam0611;Ne všichni si ale moře odepřou.
oznam0612;Vy jste část zdědila po uherských grófech.
oznam0613;Jinoch bude manažerem.
oznam0614;Izraelští technici dokáží vyrobit monočlánek o tloušťce papíru.
oznam0615;Chceme vybudovat víceúčelový charitativní dům.
oznam0616;Cynik řekne, že nemá.
oznam0617;Nejde o emotivní výbuch během utkání.
oznam0618;Číňané mysleli, že Slunce pohlcuje drak.
oznam0619;Druhý pokus, tentokrát na Václavském náměstí, dopadl lépe.
oznam0620;Měli nám to tehdy alespoň říci.
oznam0621;A daří se mu to veleúspěšně.
oznam0622;A to už chce, aby věděli.
oznam0623;Mlejnková se k celé věci odmítá vyjadřovat.
oznam0624;Je to teď trochu v módě, vím to.
oznam0625;Než jelcinizace, to raději Zeman.
oznam0626;Podle mého názoru dvouapůlnásobně či trojnásobně.
oznam0627;Její mládí bylo poznamenáno pádem Mandžuské říše.
oznam0628;Každej říká, nedívejte se na minulost.
oznam0629;A není to jen chyba hypotečních bank.
oznam0630;Potom se sešla uzavřená společnost, Škorpil, Hauzr, Kinský.
oznam0631;Ale pak už jej skolila zasloužená únava génia.
oznam0632;Posilovač řízení patří k tužším.
oznam0633;Ještě jednou, chcete-li mír, otevřte brány svých paláců.
oznam0634;Je to prostě věc cti každého žáka.
oznam0635;Nedokázaly totiž zdolat semifinálovou překážku, kralupský Kaučuk.
oznam0636;Navrch získaly romány sociální, přinejlepším politickosatirické.
oznam0637;Svátek mají Slavěna a Eulálie.
vyluc0001;Správně je tedy Euroland, nebo Eurolande?
vyluc0002;Myslíte svátky demokratické, nebo socialistické?
vyluc0003;Je to záměr, či neodpovědnost?
vyluc0004;Je to správné, nebo neodpovědné?
vyluc0005;Jeho naprostý nezájem o rodinu, nebo její nepřizpůsobivost?
vyluc0006;Těch s legitimací, nebo jen s přesvědčením?
vyluc0007;Je to bezděčné, nebo jde o autorský záměr?
vyluc0008;Nominoval sedm, nebo osm obránců?
vyluc0009;Je jejich existence sobecká, nebo úctyhodná?
vyluc0010;Je takový záměr dobrotivý, nebo naopak zvrhlý?
vyluc0011;Jde o ironii, nebo o zvláštní formu soužití?
vyluc0012;Biologové, či inženýři?
vyluc0013;Občanská společnost, nebo segregace?
vyluc0014;Umění, či móda?
vyluc0015;Upéct, či neupéct dohodu dopředu?
zjist0001;Budeme tedy neoficiálně hovořit o euráčích či euřenách?
zjist0002;Ale můžeme za to my gadžové?
zjist0003;Konkrétní transakce, které pan Rak zpochybnil, už prověřujete?
zjist0004;Ve zdravotnictví, v kultuře, ve školství?
zjist0005;Jste přesvědčena, že nynější vláda je neudržitelná?
zjist0006;Lze odhadnout, jak se zachovají jiní ruští představitelé?
zjist0007;Přejete si, pane Příhodo, podobné prostředí pro publicistiku?
zjist0008;Nebudeme tam za chudé příbuzné, šizené a utiskované?
zjist0009;Navíc bez jakékoliv jistoty jeho celistvosti a nezmanipulovanosti?
zjist0010;Myslíte cynismus, zbabělost, neumětelství?
zjist0011;Pronajímá se snad jiným pracovištím, aby se zaplatila?
zjist0012;Budu mít záznam, když špatně zaparkuji?
zjist0013;Donášeli na mne moji spolupracovníci?
zjist0014;Víte o něčem ještě bláznivějším?
zjist0015;Jde dohromady neposlušný úředník a Česká republika?
zjist0016;Mohl by srovnat svá účinkování?
zjist0017;Mohl byste být konkrétnější?
zjist0018;Můžete být konkrétnější?
zjist0019;Lze ponechat rozhodnutí o Temelínu odborníkům?
zjist0020;Věříte všemu, co vám poradenské firmy doporučují?
zjist0021;Jestli moje zpráva způsobila bombardování?
zjist0022;Například diváci, jsou náročnější?
zjist0023;A pronájmy státní půdy zemědělcům?
zjist0024;Existuje vůbec způsob, jak zabránit sponzorským aférám?
zjist0025;Dekonstruktivismus na jevišti, spojený s jakýmsi tajemným symbolismem?
zjist0026;Je to těžké, nesmírně těžké?
zjist0027;Bylo to spiknutí mafie a státních úředníků?
zjist0028;Uvažoval jsi roztržitě, kteří pak to asi budou?
zjist0029;Jsou to investice dlouhodobé?
zjist0030;A vidíte, jak náš dělostřelec perfektně objekt zasáhl?
zjist0031;A existuje vztah Rusů k Čečencům?
zjist0032;Je ministerstvo oprávněno utrácet peníze, aby pomohlo zločincům?
zjist0033;Právě to vás přivedlo k aranžované, instalované fotografii?
zjist0034;A Bělorusko jako možný soupeř ve čtvrtfinále?
zjist0035;Nebo je snad proboha metafyzické?
zjist0036;A nizozemští fanoušci?
zjist0037;Máme je proto zavrhnout?
zjist0038;Nebojíte se očekávání vašich fanoušků?
zjist0039;Cítíte se být fotografkou?
zjist0040;Budou školám chybět peníze od cizinců?
zjist0041;Dovádíte svou montáž až do současnosti?
zjist0042;Stojí mi to za to se takhle angažovat?
zjist0044;Budou tam ležet tisíce stížností?
zjist0045;Normalizátoři jsou i v okresním shromáždění?
zjist0046;Bude to ještě fungovat?
zjist0047;A případná ztráta svrchovanosti?
zjist0048;Utkvělo vám tehdejší nahrávání v paměti zvláštní příhodou?
zjist0049;Pomáhá vám to k soustředění?
zjist0050;Je těžké s nimi soutěžit?
zjist0051;Děje se v tom smyslu něco konkrétního?
zjist0052;Poslechne si někdy Amerika svého hrdinu?
zjist0053;Je největší problém Liberta, proč dnes grossovci mlčí?
zjist0054;Zlomí prokletí z pařížských dvorců Martina Hingisová?
zjist0055;Žijeme v džungli?
zjist0056;Není potřeba přitvrdit?
zjist0057;A mluví anglicky?
zjist0058;Ale šotek to nepsal, ten si jenom zařádil?
zjist0059;Skutečně to tak funguje?
zjist0060;A to vy jako zařídíte?
zjist0061;A zločinné dědky chceš dávat za mříže?
zjist0062;Ani tím jste nedráždil?
zjist0063;Nebo ještě lépe pořádek v Singapuru?
zjist0064;Bude nový díl klíčem k těm předchozím?
zjist0065;A konzultovali jste tento krok s nepřítomným předsedou?
zjist0066;Měl šanci dostat se z agonie?
zjist0067;Anebo že bychom Říčanovi křivdili?
zjist0068;Ale u ředitele?
zjist0069;Myslíte, že Lukašenko své slovo dodrží?
zjist0070;Ale euro je slabé, je to úspěch?
zjist0071;Bují černý trh?
zjist0072;A jste typ univerzálního nájemného ředitele?
zjist0073;Je to jen ve fungujících městských službách?
zjist0074;Mají takové akce v současné době nějaký smysl?
zjist0075;Jedná o zdanitelné plnění?
zjist0076;A celodenní náplň?
zjist0077;Byl jste nervózní?
zjist0078;A jestli mě znervózňoval?
zjist0079;A další kauzy?
zjist0080;Budete opět šokovat jako v Opeře Mozart?
zjist0081;Měl by odstoupit Václav Klaus?
zjist0082;Sledoval jste situaci okolo zlínských gólmanů?
zjist0083;Dává to nějaký zvláštní smysl?
zjist0084;Nebo mutovaní Euročeši?
zjist0085;Nebyli z toho lidé ve vaší firmě nervózní?
zjist0086;Jde to vyplnit?
zjist0087;V čem spočívala jejich ódovitost?
zjist0088;Byl jste při losu nervózní?
zjist0089;Už jste si někdy dal vlastní gól?
zjist0090;O co vlastně jde Klausovi?
zjist0091;Ale rozuměls tomu Klausovi?
zjist0092;Baví vás jezdit autem?
zjist0093;K zviditelnění autorů?
zjist0094;Byla to i pro vás dobrá sezóna?
zjist0095;Mám psát písničky naplno?
zjist0096;Čína má na každou zemi speciální kvóty?
zjist0097;A když sociální demokraté své sliby nesplní?
zjist0098;Může se tady člověk uživit jako sólista?
zjist0099;Je něco, co byste mu vytkl?
zjist0100;Do knihy s názvem Kdo zabil Václava Klause?
zjist0101;A má to vůbec smysl?
zjist0102;Budou zavedeny kvóty?
zjist0103;Odpoví tým z Edenu tajným trumfem?
zjist0104;Ale není to jen europocentrická iluze?
zjist0105;Nenese za to odpovědnost právě Václav Klaus?
zjist0106;Byl jste vůbec nervózní?
zjist0107;Bylo mu osmdesát?
zjist0108;Dokážete vůbec vychutnat detektivku jiného autora?
zjist0109;Neměl by si také objednat nějaký audit?
zjist0110;Byl to úmysl?
zjist0111;Ptala se na tiskové konferenci, kdo to řekl?
zjist0112;Máte kradené auto?
zjist0113;A není náhodou nejhůř už teď?
zjist0114;Jsou nějaké cesty k řešení?
zjist0115;A je to vůbec reálné?
zjist0116;Bude Kambodžanům stačit pouhá omluva hlavních aktérů genocidy?
zjist0117;Stane se další metodou hubnutí žvýkání žvýkačky?
zjist0118;A že je tady míň hvězd?
zjist0119;Dá se nějak vysvětlit debakl těch čtyř nominovaných?
zjist0120;Vydechl Vahař zkratku estébé?
zjist0121;Můžete alespoň říci, kolik kauz se prošetřuje?
zjist0122;Poletíš alespoň jako druhý pilot?
zjist0123;A kdybyste měla jmenovat alespoň některé své favority?
